date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:59:10	475074/475074	---M--	200	added ('OK')	image/png	etag:%2273fc2-55a12b1e5c707%22	https://previews.aspirity.com/spirit/assets/img/img_blog_1.png	C:/My%20Web%20Sites/Avinash/previews.aspirity.com/spirit/assets/img/img_blog_1.png	(from https://previews.aspirity.com/spirit/)
17:59:10	669/669	---M-Z	200	added ('OK')	application/javascript	etag:%2229d-55a12b1f69f77-gzip%22	https://previews.aspirity.com/spirit/assets/js/menu.js	C:/My%20Web%20Sites/Avinash/previews.aspirity.com/spirit/assets/js/menu.js	(from https://previews.aspirity.com/spirit/)
17:59:11	20542/20542	---M-Z	200	added ('OK')	application/javascript	etag:%22503e-55a12b1f63217-gzip%22	https://previews.aspirity.com/spirit/assets/js/jquery.waypoints.js	C:/My%20Web%20Sites/Avinash/previews.aspirity.com/spirit/assets/js/jquery.waypoints.js	(from https://previews.aspirity.com/spirit/)
17:59:11	1048902/1048902	---M--	200	added ('OK')	image/jpeg	etag:%22100146-55a12b1dbc490%22	https://previews.aspirity.com/spirit/assets/img/img_bg_main.jpg	C:/My%20Web%20Sites/Avinash/previews.aspirity.com/spirit/assets/img/img_bg_main.jpg	(from https://previews.aspirity.com/spirit/)
17:59:11	329/329	---M-Z	200	added ('OK')	application/javascript	etag:%22149-55a12b1f7d7f6-gzip%22	https://previews.aspirity.com/spirit/assets/js/progress-list.js	C:/My%20Web%20Sites/Avinash/previews.aspirity.com/spirit/assets/js/progress-list.js	(from https://previews.aspirity.com/spirit/)
17:59:11	1524/1524	---M-Z	200	added ('OK')	application/javascript	etag:%225f4-55a12b1f835b5-gzip%22	https://previews.aspirity.com/spirit/assets/js/section.js	C:/My%20Web%20Sites/Avinash/previews.aspirity.com/spirit/assets/js/section.js	(from https://previews.aspirity.com/spirit/)
17:59:12	882/882	---M-Z	200	added ('OK')	application/javascript	etag:%22372-55a12b1f77a36-gzip%22	https://previews.aspirity.com/spirit/assets/js/portfolio-filter.js	C:/My%20Web%20Sites/Avinash/previews.aspirity.com/spirit/assets/js/portfolio-filter.js	(from https://previews.aspirity.com/spirit/)
17:59:12	316/316	---M-Z	200	added ('OK')	application/javascript	etag:%2213c-55a12b1f8c255-gzip%22	https://previews.aspirity.com/spirit/assets/js/slider-carousel.js	C:/My%20Web%20Sites/Avinash/previews.aspirity.com/spirit/assets/js/slider-carousel.js	(from https://previews.aspirity.com/spirit/)
17:59:12	308/308	---M-Z	200	added ('OK')	application/javascript	etag:%22134-55a12b1f6fd37-gzip%22	https://previews.aspirity.com/spirit/assets/js/mobile-menu.js	C:/My%20Web%20Sites/Avinash/previews.aspirity.com/spirit/assets/js/mobile-menu.js	(from https://previews.aspirity.com/spirit/)
17:59:12	1383/1383	---M-Z	200	added ('OK')	application/javascript	etag:%22567-55a12b1f50938-gzip%22	https://previews.aspirity.com/spirit/assets/js/contacts.js	C:/My%20Web%20Sites/Avinash/previews.aspirity.com/spirit/assets/js/contacts.js	(from https://previews.aspirity.com/spirit/)
17:59:13	1108/1108	---M-Z	200	added ('OK')	application/javascript	etag:%22454-55a12b1f69f77-gzip%22	https://previews.aspirity.com/spirit/assets/js/mbclicker.min.js	C:/My%20Web%20Sites/Avinash/previews.aspirity.com/spirit/assets/js/mbclicker.min.js	(from https://previews.aspirity.com/spirit/)
17:59:13	407/407	---M-Z	200	added ('OK')	application/javascript	etag:%22197-55a12b1f883d5-gzip%22	https://previews.aspirity.com/spirit/assets/js/site-btn.js	C:/My%20Web%20Sites/Avinash/previews.aspirity.com/spirit/assets/js/site-btn.js	(from https://previews.aspirity.com/spirit/)
17:59:13	532/532	---M-Z	200	added ('OK')	application/javascript	etag:%22214-55a12b1f900d5-gzip%22	https://previews.aspirity.com/spirit/assets/js/style-switcher.js	C:/My%20Web%20Sites/Avinash/previews.aspirity.com/spirit/assets/js/style-switcher.js	(from https://previews.aspirity.com/spirit/)
17:59:15	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-55a12b1cee3bc%22	https://previews.aspirity.com/spirit/assets/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/Avinash/previews.aspirity.com/spirit/assets/fonts/fontawesome-webfontd41d.eot	(from https://previews.aspirity.com/spirit/assets/css/color.css)
17:59:16	77160/77160	---M--	200	added ('OK')	text/html	etag:%2212d68-55a12b1cffcfb%22	https://previews.aspirity.com/spirit/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/Avinash/previews.aspirity.com/spirit/assets/fonts/fontawesome-webfont3e6e.html	(from https://previews.aspirity.com/spirit/assets/css/color.css)
17:59:16	98024/98024	---M--	200	added ('OK')	application/font-woff	etag:%2217ee8-55a12b1cf7ffc%22	https://previews.aspirity.com/spirit/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/Avinash/previews.aspirity.com/spirit/assets/fonts/fontawesome-webfont3e6e.woff	(from https://previews.aspirity.com/spirit/assets/css/color.css)
17:59:17	28644/28644	---M-Z	200	added ('OK')	text/html	etag:%226fe4-58834c997b20e-gzip%22	https://previews.aspirity.com/spirit/index.html	C:/My%20Web%20Sites/Avinash/previews.aspirity.com/spirit/index-2.html	(from https://previews.aspirity.com/spirit/blog.html)
17:59:17	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-55a12b1cee3bc%22	https://previews.aspirity.com/spirit/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/Avinash/previews.aspirity.com/spirit/assets/fonts/fontawesome-webfont3e6e.eot	(from https://previews.aspirity.com/spirit/assets/css/color.css)
17:59:17	165548/165548	---M--	200	added ('OK')	application/font-sfnt	etag:%22286ac-55a12b1cdf95d%22	https://previews.aspirity.com/spirit/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/Avinash/previews.aspirity.com/spirit/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://previews.aspirity.com/spirit/assets/css/color.css)
17:59:18	53114/53114	---M--	200	added ('OK')	image/jpeg	etag:%22cf7a-55a12b1d367f8%22	https://previews.aspirity.com/spirit/assets/img/img_article_photo.jpg	C:/My%20Web%20Sites/Avinash/previews.aspirity.com/spirit/assets/img/img_article_photo.jpg	(from https://previews.aspirity.com/spirit/blog.html)
17:59:19	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226c7db-55a12b1cc825f%22	https://previews.aspirity.com/spirit/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/Avinash/previews.aspirity.com/spirit/assets/fonts/fontawesome-webfont3e6e.svg	(from https://previews.aspirity.com/spirit/assets/css/color.css)
